2,,invalshoeken,niveau van ontsluiting,objectnummer,beelden ontsluiten voor publiek?,inhoudelijke registratie koepel en deelnummers,waardering,,foto-overleg,beelden klaar,staat te ontsluiten beeld op de R-schijf in groot formaat?,naam beeld(en),vervaardiger,toestemming auteursrecht,Attributie,publicatie op cogent (via europeana),publicatie op erfgoedinzicht,opmerkingen,collectiepresentatie?
Sam,,meubels,enkelvoudig object,0239,publiek,ok,GE - ok,,ok,ok,,0239,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0240,publiek,ok,GE - ok,,ok,ok,,0240$1,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0244,publiek,ok,GE - ok,,draaien > ok,ok,,0244,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0245,publiek,ok,GE - ok,,ok,ok,,0245,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0246,publiek,ok,GE - ok,,ok,ok,,0246,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0247,publiek,ok,GE - ok,,ok,ok,,0247,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0248,niet-publiek,ok,GE - ok,,ok,ok,,0248,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0249,publiek,ok,GE - ok,,ok,ok,,0249,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0250,publiek,ok,GE - ok,,ok,ok,,0250,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0251,publiek,ok,GE - ok,,ok,ok,,0251,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0252,publiek,ok,GE - ok,,ok,ok,,0252,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0253,publiek,ok,GE - ok,,ok,ok,,0253,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0254,publiek,ok,GE - ok,,ok,ok,,0254,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0255,publiek,ok,GE - ok,,ok,ok,,0255,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0256,publiek,ok,GE - ok,,nieuw beeld te ontsluiten; ok,ok,,0256$1;0256$2,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0257,publiek,ok,GE - ok,,ok,ok,,0257,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0258,niet-publiek,ok,GE - ok,,ok,ok,,0258$1,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0259,publiek,ok,GE - ok,,ok,ok,,0259,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0260,niet-publiek,ok,GE - ok,,ok,ok,,0260,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0261,publiek,ok,GE - ok,,ok,ok,,0261,,,,ok 2023-02-01,ok 2023-02-01,,JA
Sam,,meubels,enkelvoudig object,0262,publiek,ok,GE - ok,,ok,ok,,0262,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0263,publiek,ok,GE - ok,,draaien > ok,ok,,0263,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0264,publiek,ok,GE - ok,,ok,ok,,0264,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0265,publiek,ok,GE - ok,,ok,ok,,0265,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0266,publiek,ok,GE - ok,,ok,ok,,0266,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0267,publiek,ok,GE - ok,,ok,ok,,0267,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0268,publiek,ok,GE - ok,,ok,ok,,0268,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0269,publiek,ok,GE - ok,,ok,ok,,0269,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0270,publiek,ok,GE - ok,,ok,ok,,0270,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0271,publiek,ok,GE - ok,,ok,ok,,0271,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0272,publiek,ok,GE - ok,,ok,ok,,0272,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0273,publiek,ok,GE - ok,,duidelijkere foto nemen; ok,ok,,0273$3;0273$4,,,,ok 2023-07-07,ok 2023-07-07,,
Sam,,meubels,enkelvoudig object,0274,publiek,ok,GE - ok,,ok,ok,,0274,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0275,publiek,ok,GE - ok,,ok,ok,,0275,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0279,publiek,ok,GE - ok,,draaien > ok,ok,,0279,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0280,publiek,ok,GE - ok,,ok,ok,ok,0280,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0281,publiek,ok,GE - ok,,ok,ok,ok,0281,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0282,niet-publiek,ok,GE - ok,,ok,ok,ok,0282,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0283,publiek,ok,GE - ok,,ok,ok,ok,0283,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0284,publiek,ok,GE - ok,,2e foto eerst plaatsen,ok,ok,0284$2,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0285,publiek,ok,GE - ok,,ok,ok,ok,0285,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0286,publiek,ok,GE - ok,,ok,ok,ok,0286,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0287,publiek,ok,GE - ok,,ok,ok,ok,0287,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0288,publiek,ok,GE - ok,,ok,ok,ok,0288,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0289,niet-publiek,ok,GE - ok,,ok,ok,ok,0289$2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0290,publiek,ok,GE - ok,,draaien > ok,ok,ok,0290,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0291,niet-publiek,ok,GE - ok,,ok,ok,ok,0291$2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0292,niet-publiek,ok,GE - ok,,ok,ok,ok,0292$2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0293,publiek,ok,GE - ok,,zwart wit fout,ok,,0293,,,,ok 2023-05-12,ok 2023-05-12,,
Sam,,meubels,enkelvoudig object,0294,niet-publiek,ok,GE - ok,,zwart wit fout,ok,,0294,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0295,publiek,ok,GE - ok,,ok,ok,ok,0295,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0296,niet-publiek,ok,GE - ok,,ok,ok,ok,0296,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0298,publiek,ok,GE - ok,,ok,ok,ok,0298,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0299,publiek,ok,GE - ok,,ok,ok,ok,0299,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0300,publiek,ok,GE - ok,,ok,ok,ok,0300,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0301,publiek,ok,GE - ok,,ok,ok,ok,0301,,,,ok 2023-02-01,ok 2023-02-01,,JA
Sam,,meubels,enkelvoudig object,0302,publiek,ok,GE - ok,,draaien > ok,ok,,0302,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0303,publiek,ok,GE - ok,,ok,ok,ok,0303,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0304,publiek,ok,GE - ok,,ok,ok,ok,0304,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0305,publiek,ok,GE - ok,,ok,ok,ok,0305,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0306,publiek,ok,GE - ok,,ok,ok,ok,0306,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0307,publiek,ok,GE - ok,,ok,ok,ok,0307,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0308,publiek,ok,GE - ok,,ok,ok,ok,0308,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0309,publiek,ok,GE - ok,,enkel zwart wit > ok,ok,,0309$1,,,,ok 2023-07-07,ok 2023-07-07,,
Sam,,meubels,enkelvoudig object,0311,publiek,ok,GE - ok,,ok,ok,ok,0311,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0312,publiek,ok,GE - ok,,ok,ok,ok,0312,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0313,publiek,ok,GE - ok,,ok,ok,ok,0313,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0314,publiek,ok,GE - ok,,ok,ok,ok,0314,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0315,publiek,ok,GE - ok,,ok,ok,ok,0315,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0316,publiek,ok,GE - ok,,ok,ok,ok,0316,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0317,publiek,ok,GE - ok,,ok,ok,ok,0317,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0318,publiek,ok,GE - ok,,ok,ok,ok,0318$1,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0319,publiek,ok,GE - ok,,ok,ok,ok,0319,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0320,publiek,ok,GE - ok,,ok,ok,ok,0320,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0321,niet-publiek,ok,GE - ok,,ok,ok,ok,0321,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0322,publiek,ok,GE - ok,,ok,ok,ok,0322,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0323,publiek,ok,GE - ok,,draaien > ok,ok,,0323,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0324,publiek,ok,GE - ok,,draaien > ok,ok,ok,0324$1,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0325,publiek,ok,GE - ok,,draaien > ok,ok,,0325,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0326,publiek,ok,GE - ok,,ok,ok,ok,0326,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0327,publiek,ok,GE - ok,,ok,ok,ok,0327,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0329,publiek,ok,GE - ok,,ok,ok,ok,0329,,,,ok 2023-02-01,ok 2023-02-01,,JA
Sam,,meubels,enkelvoudig object,0332,niet-publiek,ok,GE - ok,,ok,ok,ok,0332,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0333,publiek,ok,GE - ok,,ok,ok,ok,0333,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0334,niet-publiek,ok,GE - ok,,ok,ok,ok,0334,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0335,publiek,ok,GE - ok,,ok,ok,ok,0335,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0336,publiek,ok,GE - ok,,ok,ok,ok,0336,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0338,publiek,ok,GE - ok,,ok,ok,ok,0338,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0339,publiek,ok,GE - ok,,draaien > ok,ok,,0339,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0340,publiek,ok,GE - ok,,ok,ok,ok,0340,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0341,publiek,ok,GE - ok,,ok,ok,ok,0341,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0342,publiek,ok,GE - ok,,ok,ok,ok,0342,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0343,publiek,ok,GE - ok,,ok,ok,ok,0343,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0344,publiek,ok,GE - ok,,ok,ok,ok,0344,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0346,publiek,ok,GE - ok,,ok,ok,ok,0346,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0347,publiek,ok,GE - ok,,ok,ok,ok,0347,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0349,publiek,ok,GE - ok,,ok,ok,ok,0349,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0350,publiek,ok,GE - ok,,ok,ok,ok,0350,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0351,publiek,ok,GE - ok,,ok,ok,ok,0351,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0352,publiek,ok,GE - ok,,ok,ok,ok,0352,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0353,publiek,ok,GE - ok,,ok,ok,ok,0353,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0354,publiek,ok,GE - ok,,ok,ok,ok,0354,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0355,publiek,ok,GE - ok,,draaien > ok,ok,ok,0355,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0356,publiek,ok,GE - ok,,ok,ok,ok,0356,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0357,publiek,ok,GE - ok,,ok,ok,ok,0357,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0358,publiek,ok,GE - ok,,ok,ok,ok,0358,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0359,niet-publiek,ok,GE - ok,,ok,ok,ok,0359,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0360,publiek,ok,GE - ok,,ok,ok,ok,0360,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0361,publiek,ok,GE - ok,,draaien > ok,ok,ok,0361,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0362,publiek,ok,GE - ok,,ok,ok,ok,0362,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0363,publiek,ok,GE - ok,,ok,ok,ok,0363,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0364,niet-publiek,ok,GE - ok,,draaien > ok,ok,,0364$2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0365,publiek,ok,GE - ok,,ok,ok,ok,0365,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0366,publiek,ok,GE - ok,,ok,ok,ok,0366,,,,ok 2023-02-01,ok 2023-02-01,,JA
Sam,,meubels,enkelvoudig object,0367,publiek,ok,GE - ok,,ok,ok,ok,0367,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0368,niet-publiek,ok,GE - ok,,ok,ok,ok,0368,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0369,niet-publiek,ok,GE - ok,,ok,ok,ok,0369,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0370,niet-publiek,ok,GE - ok,,ok,ok,ok,0370$2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0371,niet-publiek,ok,GE - ok,,nieuw beeld te ontsluiten; ok,ok,ok,0371$2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0372,publiek,ok,GE - ok,,ok,ok,ok,0372,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0373,niet-publiek,ok,GE - ok,,ok,ok,ok,0373,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0374,publiek,ok,GE - ok,,draaien > ok,ok,,0374,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0375,niet-publiek,ok,GE - ok,,ok,ok,ok,0375$2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0376,publiek,ok,GE - ok,,ok,ok,ok,0376,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0377,niet-publiek,ok,GE - ok,,ok,ok,ok,0377,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0378,publiek,ok,GE - ok,,ok,ok,ok,0378,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0379,publiek,ok,GE - ok,,ok,ok,ok,0379,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0380,niet-publiek,ok,GE - ok,,ok,ok,ok,0380,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0381,publiek,ok,GE - ok,,ok,ok,ok,0381,,,,ok 2023-02-01,ok 2023-02-01,,JA
Sam,,meubels,enkelvoudig object,0382,niet-publiek,ok,GE - ok,,ok,ok,ok,0382,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0383,niet-publiek,ok,GE - ok,,ok,ok,ok,0383,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0384,niet-publiek,ok,GE - ok,,ok,ok,ok,0384,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0385,publiek,ok,GE - ok,,ok,ok,ok,0385,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0386,publiek,ok,GE - ok,,ok,ok,ok,0386,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0387,publiek,ok,GE - ok,,ok,ok,ok,0387,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0388,publiek,ok,GE - ok,,ok,ok,ok,0388,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0389,publiek,ok,GE - ok,,ok,ok,ok,0389,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0390,publiek,ok,GE - ok,,ok,ok,ok,0390,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0391,publiek,ok,GE - ok,,ok,ok,ok,0391,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0392,niet-publiek,ok,GE - ok,,ok,ok,ok,0392,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0393,publiek,ok,GE - ok,,ok,ok,ok,0393,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0394,publiek,ok,GE - ok,,ok,ok,ok,0394,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0395,niet-publiek,ok,GE - ok,,ok,ok,ok,0395$2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0396,publiek,ok,GE - ok,,ok,ok,ok,0396,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0397,niet-publiek,ok,GE - ok,,ok,ok,ok,0397,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0398,publiek,ok,GE - ok,,draaien > ok,ok,ok,0398,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0399,niet-publiek,ok,GE - ok,,ok,ok,ok,0399,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0401,publiek,ok,GE - ok,,ok,ok,ok,0401,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0402,publiek,ok,GE - ok,,ok,ok,ok,0402,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0403,publiek,ok,GE - ok,,draaien > ok,ok,,0403,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0404,publiek,ok,GE - ok,,ok,ok,ok,0404,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0405,niet-publiek,ok,GE - ok,,ok,ok,ok,0405$2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0406,niet-publiek,ok,GE - ok,,ok,ok,ok,0406$1,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0407,niet-publiek,ok,GE - ok,,ok,ok,ok,0407$1,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0408,niet-publiek,ok,GE - ok,,nieuw beeld te ontsluiten; ok,ok,ok,0408$2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0409,niet-publiek,ok,GE - ok,,ok,ok,ok,0409,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0411,publiek,ok,GE - ok,,ok,ok,ok,0411,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0412,niet-publiek,ok,GE - ok,,ok,ok,ok,0412,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0413,niet-publiek,ok,GE - ok,,draaien > ok,ok,ok,0413$1,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0414,publiek,ok,GE - ok,,ok,ok,ok,0414,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0415,niet-publiek,ok,GE - ok,,ok,ok,ok,0415,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0416,niet-publiek,ok,GE - ok,,ok,ok,ok,0416$2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0417,publiek,ok,GE - ok,,ok,ok,ok,0417,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0418,niet-publiek,ok,GE - ok,,ok,ok,ok,0418,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0419,publiek,ok,GE - ok,,ok,ok,ok,0419,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0420,publiek,ok,GE - ok,,ok,ok,ok,0420$1,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0422,publiek,ok,GE - ok,,ok,ok,ok,0422,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0423,publiek,ok,GE - ok,,ok,ok,ok,0423,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0424,publiek,ok,GE - ok,,duidelijkere foto; ok,ok,,0424$2,,,,ok 2023-07-07,ok 2023-07-07,,
Sam,,meubels,enkelvoudig object,0425,publiek,ok,GE - ok,,ok,ok,ok,0425,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0426,publiek,ok,GE - ok,,ok,ok,ok,0426,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0427,publiek,ok,GE - ok,,draaien > ok,ok,,0427,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0428,publiek,ok,GE - ok,,ok,ok,ok,0428,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0429,niet-publiek,ok,GE - ok,,ok,ok,ok,0429,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0430,publiek,ok,GE - ok,,ok,ok,ok,0430,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0431,publiek,ok,GE - ok,,duidelijkere foto ; ok,ok,,0431$2;0431$3,,,,ok 2023-07-07,ok 2023-07-07,,
Sam,,meubels,enkelvoudig object,0433,publiek,ok,GE - ok,,draaien > ok,ok,,0433,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0446,publiek,ok,GE - ok,,ok,ok,ok,0446,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0447,publiek,ok,GE - ok,,ok,ok,ok,0447,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0449,publiek,ok,GE - ok,,draaien > ok,ok,,0449,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0454,publiek,ok,GE - ok,,ok,ok,ok,0454,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0455,publiek,ok,GE - ok,,ok,ok,ok,0455,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0456,niet-publiek,ok,GE - ok,,ok,ok,ok,0456,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0459,publiek,ok,GE - ok,,ok,ok,ok,0459,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0460,niet-publiek,ok,GE - ok,,ok,ok,ok,0460,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0461,niet-publiek,ok,GE - ok,,ok,ok,ok,0461,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0462,niet-publiek,ok,GE - ok,,nieuw beeld te ontsluiten; ok,ok,ok,0462$2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0463,niet-publiek,ok,GE - ok,,nieuw beeld te ontsluiten; ok,ok,ok,0463$2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0465,publiek,ok,GE - ok,,ok,ok,ok,0465,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0468,publiek,ok,GE - ok,,ok,ok,ok,0468,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0469,publiek,ok,GE - ok,,ok,ok,ok,0469,,,,ok 2023-02-01,ok 2023-02-01,,
